url,status,https,header_count,has_strict_transport_security,hsts_max_age,hsts_include_subdomains,hsts_preload,hsts_valid,has_content_security_policy,csp_present,csp_unsafe_inline,csp_unsafe_eval,csp_wildcard,csp_allow_data,csp_directive_count,has_x_frame_options,xfo_deny,xfo_sameorigin,xfo_allowfrom,has_x_content_type_options,xcto_nosniff,has_x_xss_protection,xxss_enabled,xxss_block,xxss_report_uri,has_referrer_policy,rp_no_referrer,rp_same_origin,rp_strict_origin,rp_unsafe_url,rp_no_restriction,has_permissions_policy,has_cache_control,cc_no_store,cc_no_cache,cc_public_sensitive,has_expect_ct,has_cross_origin_embedder_policy,has_coep,has_cross_origin_opener_policy,has_coop,has_cross_origin_resource_policy,has_corp,has_access_control_allow_origin,has_access_control_allow_credentials,cors_wildcard,cors_cred_wildcard,cors_present,cookie_present,cookie_secure,cookie_httponly,cookie_samesite,info_leak_count,server_version_exposed,x_powered_by_present,header_text,vuln_class,vuln_label,is_vulnerable
https://enterprise.co/page,200,1,21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,6,1,1,"referrer-policy: unsafe-url | cache-control: no-store, no-cache | server: Apache/2.2.34 | x-powered-by: ASP.NET | access-control-allow-origin: * | access-control-allow-credentials: true | set-cookie: session=abc123 | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",3,High Risk,1
https://enterprise.co/page,301,1,16,1,63072000,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,"strict-transport-security: max-age=63072000; includeSubDomains; preload | content-security-policy: default-src 'self' 'unsafe-inline'; script-src 'self' 'unsafe-inline' | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | set-cookie: session=abc123; Secure; HttpOnly; SameSite=Strict | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",3,High Risk,1
https://docs.devtool.io/page,200,1,21,1,63072000,1,1,1,1,1,0,0,0,0,5,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"strict-transport-security: max-age=63072000; includeSubDomains; preload | content-security-policy: default-src 'self' https:; script-src 'self'; object-src 'none'; base-uri 'self'; form-action 'self' | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: public, max-age=86400 | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",2,Medium Risk,1
https://api.example.com/page,200,1,23,1,63072000,1,0,1,1,1,0,0,0,0,5,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,"strict-transport-security: max-age=63072000; includeSubDomains | content-security-policy: default-src 'none'; script-src 'self'; connect-src 'self'; img-src 'self'; style-src 'self' | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | set-cookie: session=abc123; Secure; HttpOnly; SameSite=Strict | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",0,Secure,0
https://api.user.myservice.com/v1/resource,301,1,10,1,31536000,1,0,1,0,0,0,0,0,0,5,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,"strict-transport-security: max-age=31536000; includeSubDomains | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | access-control-allow-origin: * | set-cookie: session=abc123; Secure; HttpOnly; SameSite=Strict | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",2,Medium Risk,1
https://secure.finance.org/page,302,1,12,1,31536000,1,1,1,1,1,0,0,0,0,6,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,2,1,0,"strict-transport-security: max-age=31536000; includeSubDomains; preload | content-security-policy: default-src 'self' https:; script-src 'self'; object-src 'none'; base-uri 'self'; form-action 'self' | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | server: Microsoft-IIS/10.0 | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",2,Medium Risk,1
https://mail.example.com/page,301,1,14,1,31536000,1,0,1,1,1,0,0,0,0,8,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"strict-transport-security: max-age=31536000; includeSubDomains | content-security-policy: default-src 'self'; script-src 'self'; style-src 'self'; img-src 'self' data:; object-src 'none'; frame-ancestors 'none' | x-frame-options: DENY | x-content-type-options: nosniff | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",1,Low Risk,1
https://status.service.net/page,302,1,20,1,63072000,1,1,1,1,1,0,0,0,0,4,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,"strict-transport-security: max-age=63072000; includeSubDomains; preload | content-security-policy: default-src 'self'; script-src 'self' https://cdn.jsdelivr.net; style-src 'self'; img-src 'self' https:; frame-ancestors 'none' | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | access-control-allow-origin: * | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",2,Medium Risk,1
https://api.mail.example.com/v1/resource,200,1,20,1,63072000,1,0,1,0,0,0,0,0,0,7,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,"strict-transport-security: max-age=63072000; includeSubDomains | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | access-control-allow-origin: * | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",2,Medium Risk,1
https://status.service.net/page,302,1,10,0,0,0,0,0,1,1,0,0,0,0,5,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"content-security-policy: default-src 'self' https:; script-src 'self'; object-src 'none'; base-uri 'self'; form-action 'self' | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",2,Medium Risk,1
https://cdn.example.com/page,200,1,23,1,63072000,1,1,1,1,1,0,0,0,0,6,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"strict-transport-security: max-age=63072000; includeSubDomains; preload | content-security-policy: default-src 'self'; upgrade-insecure-requests; block-all-mixed-content | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",0,Secure,0
https://forum.co/page,200,1,18,1,63072000,1,0,1,1,1,0,0,0,0,6,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"strict-transport-security: max-age=63072000; includeSubDomains | content-security-policy: default-src 'self'; script-src 'self' https://cdn.jsdelivr.net; style-src 'self'; img-src 'self' https:; frame-ancestors 'none' | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",0,Secure,0
https://shopsite.org/page,200,1,18,1,31536000,1,0,1,1,1,0,0,0,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,"strict-transport-security: max-age=31536000; includeSubDomains | content-security-policy: default-src 'self'; script-src 'self' https://cdn.jsdelivr.net; style-src 'self'; img-src 'self' https:; frame-ancestors 'none' | x-frame-options: DENY | x-content-type-options: nosniff | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: public, max-age=86400 | x-powered-by: Django/4.0 | set-cookie: session=abc123; Secure; HttpOnly; SameSite=Strict | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",2,Medium Risk,1
https://admin.example.com/page,200,1,20,1,63072000,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,"strict-transport-security: max-age=63072000; includeSubDomains; preload | content-security-policy: default-src 'self' 'unsafe-eval' 'unsafe-inline' | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | set-cookie: session=abc123; Secure; HttpOnly; SameSite=Strict | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",3,High Risk,1
https://mail.example.com/page,301,1,15,1,31536000,1,1,1,0,0,0,0,0,0,6,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,"strict-transport-security: max-age=31536000; includeSubDomains; preload | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | set-cookie: session=abc123; SameSite=Strict | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",3,High Risk,1
https://api.mail.example.com/v1/resource,200,1,17,1,31536000,1,0,1,0,0,0,0,0,0,7,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,"strict-transport-security: max-age=31536000; includeSubDomains | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",2,Medium Risk,1
http://user.myservice.com/page,302,0,21,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,"content-security-policy: default-src 'self'; script-src 'self'; style-src 'self'; img-src 'self' data:; object-src 'none'; frame-ancestors 'none' | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | set-cookie: session=abc123; Secure; HttpOnly; SameSite=Strict | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",3,High Risk,1
https://user.myservice.com/page,200,1,18,1,31536000,1,1,1,1,1,0,0,0,0,7,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,"strict-transport-security: max-age=31536000; includeSubDomains; preload | content-security-policy: default-src 'self'; upgrade-insecure-requests; block-all-mixed-content | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | set-cookie: session=abc123; Secure; HttpOnly; SameSite=Strict | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",0,Secure,0
https://forum.co/page,200,1,16,1,31536000,1,1,1,1,1,0,0,0,0,7,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,"strict-transport-security: max-age=31536000; includeSubDomains; preload | content-security-policy: default-src 'self'; script-src 'self'; style-src 'self'; img-src 'self' data:; object-src 'none'; frame-ancestors 'none' | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | cache-control: no-store, no-cache | set-cookie: session=abc123; Secure; HttpOnly; SameSite=Strict | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",1,Low Risk,1
https://enterprise.co/page,200,1,14,1,63072000,1,0,1,1,1,1,0,0,0,2,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,"strict-transport-security: max-age=63072000; includeSubDomains | content-security-policy: default-src * 'unsafe-inline' 'unsafe-eval'; img-src * | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | set-cookie: session=abc123; Secure; HttpOnly; SameSite=Strict | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",3,High Risk,1
https://cdn.example.com/page,301,1,22,1,63072000,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"strict-transport-security: max-age=63072000; includeSubDomains | content-security-policy: script-src 'self' 'unsafe-eval'; style-src 'self' | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",3,High Risk,1
https://portal.net/page,200,1,14,1,63072000,1,1,1,1,1,0,0,0,0,5,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"strict-transport-security: max-age=63072000; includeSubDomains; preload | content-security-policy: default-src 'none'; script-src 'self'; connect-src 'self'; img-src 'self'; style-src 'self' | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",0,Secure,0
https://checkout.shop.com/page,302,1,20,1,31536000,1,0,1,1,1,0,0,0,0,8,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,"strict-transport-security: max-age=31536000; includeSubDomains | content-security-policy: default-src 'self'; upgrade-insecure-requests; block-all-mixed-content | x-frame-options: DENY | x-content-type-options: nosniff | referrer-policy: strict-origin-when-cross-origin | permissions-policy: camera=(), microphone=(), geolocation=() | cache-control: no-store, no-cache | set-cookie: session=abc123; HttpOnly; SameSite=Strict | cross-origin-embedder-policy: require-corp | cross-origin-opener-policy: same-origin | cross-origin-resource-policy: same-site | content-type: text/html; charset=utf-8 | date: Mon, 01 Jan 2024 00:00:00 GMT",2,Medium Risk,1
